sale_id,sale_date,product_id,units_sold,unit_price,promotion,discount_pct,sales_channel
119,2025-04-29,P001,22,74999,False,0,Online
120,2025-04-30,P001,21,74999,False,0,Retail
121,2025-05-01,P001,20,74999,False,0,B2B
122,2025-05-02,P001,16,74999,False,0,B2B
123,2025-05-03,P001,19,74999,False,0,Online
124,2025-05-04,P001,14,74999,False,0,Online
125,2025-05-05,P001,20,74999,False,0,Retail
126,2025-05-06,P001,24,74999,False,0,Retail
127,2025-05-07,P001,16,74999,False,0,Online
128,2025-05-08,P001,17,74999,False,0,Retail
129,2025-05-09,P001,19,74999,False,0,Retail
130,2025-05-10,P001,16,74999,False,0,Retail
131,2025-05-11,P001,14,74999,False,0,Online
132,2025-05-12,P001,19,74999,False,0,B2B
133,2025-05-13,P001,16,74999,False,0,Retail
134,2025-05-14,P001,20,74999,False,0,Online
135,2025-05-15,P001,17,74999,False,0,Retail
136,2025-05-16,P001,23,74999,False,0,Online
137,2025-05-17,P001,15,74999,False,0,B2B
138,2025-05-18,P001,19,74999,True,15,Retail
139,2025-05-19,P001,20,74999,False,0,B2B
140,2025-05-20,P001,16,74999,False,0,Online
141,2025-05-21,P001,19,74999,False,0,Online
142,2025-05-22,P001,22,74999,False,0,Online
143,2025-05-23,P001,15,74999,False,0,Online
144,2025-05-24,P001,17,74999,False,0,Online
145,2025-05-25,P001,22,74999,True,20,Retail
146,2025-05-26,P001,20,74999,False,0,Retail
147,2025-05-27,P001,16,74999,False,0,Retail
148,2025-05-28,P001,15,74999,False,0,Online
149,2025-05-29,P001,20,74999,False,0,Online
150,2025-05-30,P001,20,74999,False,0,Retail
151,2025-05-31,P001,17,74999,False,0,Retail
152,2025-06-01,P001,17,74999,False,0,Retail
153,2025-06-02,P001,17,74999,False,0,Retail
154,2025-06-03,P001,19,74999,False,0,Retail
155,2025-06-04,P001,20,74999,False,0,Online
156,2025-06-05,P001,17,74999,False,0,Online
157,2025-06-06,P001,23,74999,False,0,Online
158,2025-06-07,P001,17,74999,False,0,B2B
159,2025-06-08,P001,14,74999,False,0,Online
160,2025-06-09,P001,21,74999,False,0,Online
161,2025-06-10,P001,17,74999,False,0,B2B
162,2025-06-11,P001,21,74999,False,0,Retail
163,2025-06-12,P001,35,74999,False,0,Online
164,2025-06-13,P001,17,74999,False,0,Online
165,2025-06-14,P001,19,74999,False,0,Online
166,2025-06-15,P001,17,74999,False,0,Retail
167,2025-06-16,P001,21,74999,False,0,Retail
168,2025-06-17,P001,23,74999,False,0,Online
169,2025-06-18,P001,19,74999,False,0,Retail
170,2025-06-19,P001,17,74999,False,0,Retail
171,2025-06-20,P001,17,74999,False,0,B2B
172,2025-06-21,P001,15,74999,False,0,B2B
173,2025-06-22,P001,16,74999,False,0,Online
174,2025-06-23,P001,19,74999,False,0,Online
175,2025-06-24,P001,20,74999,False,0,Online
176,2025-06-25,P001,21,74999,False,0,Online
177,2025-06-26,P001,18,74999,False,0,Online
178,2025-06-27,P001,22,74999,False,0,Online
179,2025-06-28,P001,16,74999,False,0,Retail
180,2025-06-29,P001,22,74999,False,0,Retail
181,2025-06-30,P001,20,74999,False,0,Retail
182,2025-07-01,P001,17,74999,False,0,Online
183,2025-07-02,P001,16,74999,False,0,Online
184,2025-07-03,P001,20,74999,False,0,Online
185,2025-07-04,P001,18,74999,False,0,Retail
186,2025-07-05,P001,18,74999,False,0,Retail
187,2025-07-06,P001,18,74999,False,0,Retail
188,2025-07-07,P001,18,74999,False,0,Online
189,2025-07-08,P001,16,74999,False,0,B2B
190,2025-07-09,P001,15,74999,False,0,Retail
191,2025-07-10,P001,18,74999,False,0,Retail
192,2025-07-11,P001,21,74999,False,0,Retail
193,2025-07-12,P001,17,74999,False,0,Retail
194,2025-07-13,P001,15,74999,False,0,Online
195,2025-07-14,P001,20,74999,False,0,Online
196,2025-07-15,P001,19,74999,False,0,Retail
197,2025-07-16,P001,17,74999,False,0,Online
198,2025-07-17,P001,20,74999,False,0,Online
199,2025-07-18,P001,20,74999,False,0,Online
200,2025-07-19,P001,15,74999,False,0,B2B
201,2025-07-20,P001,17,74999,False,0,Online
202,2025-07-21,P001,20,74999,False,0,Retail
203,2025-07-22,P001,21,74999,False,0,Online
204,2025-07-23,P001,21,74999,False,0,Retail
205,2025-07-24,P001,16,74999,False,0,Retail
206,2025-07-25,P001,17,74999,False,0,Online
207,2025-07-26,P001,18,74999,False,0,Online
208,2025-07-27,P001,17,74999,False,0,Retail
209,2025-07-28,P001,21,74999,False,0,Online
210,2025-07-29,P001,28,74999,False,0,Online
211,2025-07-30,P001,21,74999,False,0,Online
212,2025-07-31,P001,24,74999,True,5,Retail
213,2025-08-01,P001,25,74999,False,0,Retail
214,2025-08-02,P001,21,74999,False,0,Retail
215,2025-08-03,P001,19,74999,False,0,Online
216,2025-08-04,P001,31,74999,True,15,Retail
217,2025-08-05,P001,21,74999,False,0,Online
218,2025-08-06,P001,22,74999,False,0,Online
219,2025-08-07,P001,22,74999,False,0,Online
220,2025-08-08,P001,24,74999,False,0,Online
221,2025-08-09,P001,25,74999,False,0,Retail
222,2025-08-10,P001,15,74999,False,0,Online
223,2025-08-11,P001,26,74999,False,0,Online
224,2025-08-12,P001,18,74999,False,0,Online
225,2025-08-13,P001,21,74999,False,0,Online
226,2025-08-14,P001,29,74999,True,5,Online
227,2025-08-15,P001,24,74999,False,0,Retail
228,2025-08-16,P001,17,74999,False,0,Online
229,2025-08-17,P001,18,74999,False,0,B2B
230,2025-08-18,P001,25,74999,False,0,Retail
231,2025-08-19,P001,21,74999,False,0,B2B
232,2025-08-20,P001,23,74999,False,0,Online
233,2025-08-21,P001,23,74999,False,0,Retail
234,2025-08-22,P001,27,74999,True,20,Online
235,2025-08-23,P001,28,74999,True,5,Online
236,2025-08-24,P001,22,74999,False,0,B2B
237,2025-08-25,P001,17,74999,False,0,Online
238,2025-08-26,P001,23,74999,False,0,Online
239,2025-08-27,P001,22,74999,False,0,Online
240,2025-08-28,P001,25,74999,False,0,Online
241,2025-08-29,P001,21,74999,False,0,Online
242,2025-08-30,P001,20,74999,False,0,Retail
243,2025-08-31,P001,23,74999,True,5,Online
244,2025-09-01,P001,25,74999,False,0,Retail
245,2025-09-02,P001,22,74999,True,10,Online
246,2025-09-03,P001,22,74999,False,0,Retail
247,2025-09-04,P001,21,74999,False,0,Online
248,2025-09-05,P001,20,74999,False,0,B2B
249,2025-09-06,P001,26,74999,False,0,Online
250,2025-09-07,P001,20,74999,False,0,Online
251,2025-09-08,P001,20,74999,False,0,Online
252,2025-09-09,P001,25,74999,False,0,Retail
253,2025-09-10,P001,30,74999,False,0,B2B
254,2025-09-11,P001,26,74999,False,0,Online
255,2025-09-12,P001,19,74999,False,0,Retail
256,2025-09-13,P001,18,74999,False,0,B2B
257,2025-09-14,P001,24,74999,False,0,Online
258,2025-09-15,P001,21,74999,False,0,B2B
259,2025-09-16,P001,24,74999,False,0,Online
260,2025-09-17,P001,26,74999,False,0,Online
261,2025-09-18,P001,20,74999,False,0,B2B
262,2025-09-19,P001,22,74999,False,0,B2B
263,2025-09-20,P001,13,74999,False,0,Online
264,2025-09-21,P001,17,74999,False,0,Retail
265,2025-09-22,P001,21,74999,False,0,B2B
266,2025-09-23,P001,21,74999,False,0,Online
267,2025-09-24,P001,32,74999,True,10,B2B
268,2025-09-25,P001,20,74999,False,0,Online
269,2025-09-26,P001,21,74999,False,0,Online
270,2025-09-27,P001,21,74999,False,0,Online
271,2025-09-28,P001,23,74999,False,0,Retail
272,2025-09-29,P001,19,74999,False,0,Online
273,2025-09-30,P001,26,74999,False,0,Online
274,2025-10-01,P001,23,74999,False,0,Retail
275,2025-10-02,P001,20,74999,False,0,Online
276,2025-10-03,P001,23,74999,False,0,Retail
277,2025-10-04,P001,20,74999,False,0,Retail
278,2025-10-05,P001,19,74999,False,0,B2B
279,2025-10-06,P001,21,74999,False,0,Retail
280,2025-10-07,P001,24,74999,True,10,Retail
281,2025-10-08,P001,23,74999,False,0,Online
282,2025-10-09,P001,24,74999,False,0,Retail
283,2025-10-10,P001,26,74999,False,0,Retail
284,2025-10-11,P001,16,74999,False,0,Online
285,2025-10-12,P001,23,74999,False,0,B2B
286,2025-10-13,P001,17,74999,False,0,Online
287,2025-10-14,P001,22,74999,False,0,Retail
288,2025-10-15,P001,25,74999,False,0,Online
289,2025-10-16,P001,24,74999,False,0,Online
290,2025-10-17,P001,22,74999,False,0,B2B
291,2025-10-18,P001,19,74999,False,0,Online
292,2025-10-19,P001,19,74999,False,0,Online
293,2025-10-20,P001,20,74999,False,0,Retail
294,2025-10-21,P001,24,74999,False,0,Online
295,2025-10-22,P001,24,74999,False,0,Online
296,2025-10-23,P001,22,74999,False,0,Retail
297,2025-10-24,P001,24,74999,False,0,B2B
298,2025-10-25,P001,20,74999,False,0,Online
299,2025-10-26,P001,20,74999,False,0,Online
300,2025-10-27,P001,24,74999,False,0,B2B
301,2025-10-28,P001,20,74999,False,0,Retail
302,2025-10-29,P001,21,74999,False,0,Online
303,2025-10-30,P001,25,74999,False,0,Retail
304,2025-10-31,P001,23,74999,False,0,B2B
305,2025-11-01,P001,19,74999,False,0,Online
306,2025-11-02,P001,21,74999,False,0,Online
307,2025-11-03,P001,25,74999,False,0,Online
308,2025-11-04,P001,25,74999,True,15,B2B
309,2025-11-05,P001,24,74999,False,0,Retail
310,2025-11-06,P001,22,74999,False,0,Online
311,2025-11-07,P001,28,74999,True,15,B2B
312,2025-11-08,P001,21,74999,False,0,Online
313,2025-11-09,P001,22,74999,False,0,Online
314,2025-11-10,P001,25,74999,False,0,Online
315,2025-11-11,P001,26,74999,False,0,Retail
316,2025-11-12,P001,23,74999,False,0,Online
317,2025-11-13,P001,24,74999,False,0,Online
318,2025-11-14,P001,21,74999,False,0,Online
319,2025-11-15,P001,22,74999,False,0,Online
320,2025-11-16,P001,19,74999,False,0,Retail
321,2025-11-17,P001,23,74999,False,0,Retail
322,2025-11-18,P001,24,74999,False,0,B2B
323,2025-11-19,P001,20,74999,False,0,B2B
324,2025-11-20,P001,27,74999,False,0,Online
325,2025-11-21,P001,19,74999,False,0,Online
326,2025-11-22,P001,18,74999,False,0,Online
327,2025-11-23,P001,22,74999,False,0,Online
328,2025-11-24,P001,25,74999,False,0,Online
329,2025-11-25,P001,24,74999,False,0,Online
330,2025-11-26,P001,26,74999,False,0,Retail
331,2025-11-27,P001,22,74999,False,0,Online
332,2025-11-28,P001,20,74999,False,0,B2B
333,2025-11-29,P001,21,74999,False,0,B2B
334,2025-11-30,P001,19,74999,False,0,Online
335,2025-12-01,P001,24,74999,False,0,B2B
336,2025-12-02,P001,22,74999,False,0,Online
337,2025-12-03,P001,20,74999,False,0,Online
338,2025-12-04,P001,22,74999,False,0,Online
339,2025-12-05,P001,22,74999,False,0,Online
340,2025-12-06,P001,18,74999,False,0,Online
341,2025-12-07,P001,18,74999,False,0,Online
342,2025-12-08,P001,23,74999,False,0,Retail
343,2025-12-09,P001,24,74999,False,0,Online
344,2025-12-10,P001,23,74999,False,0,Online
345,2025-12-11,P001,22,74999,False,0,Online
346,2025-12-12,P001,24,74999,False,0,Online
347,2025-12-13,P001,17,74999,False,0,Online
348,2025-12-14,P001,16,74999,False,0,Retail
349,2025-12-15,P001,21,74999,False,0,Retail
350,2025-12-16,P001,27,74999,True,15,B2B
351,2025-12-17,P001,24,74999,False,0,Retail
352,2025-12-18,P001,25,74999,False,0,Retail
353,2025-12-19,P001,26,74999,False,0,Retail
354,2025-12-20,P001,19,74999,False,0,Retail
355,2025-12-21,P001,19,74999,False,0,B2B
356,2025-12-22,P001,23,74999,True,15,Online
357,2025-12-23,P001,22,74999,False,0,Online
358,2025-12-24,P001,23,74999,False,0,Online
359,2025-12-25,P001,24,74999,False,0,Online
360,2025-12-26,P001,22,74999,False,0,Retail
361,2025-12-27,P001,22,74999,False,0,Retail
362,2025-12-28,P001,23,74999,False,0,Online
363,2025-12-29,P001,22,74999,False,0,Retail
364,2025-12-30,P001,24,74999,False,0,Online
365,2025-12-31,P001,25,74999,False,0,Online
366,2026-01-01,P001,19,74999,False,0,Online
367,2026-01-02,P001,20,74999,False,0,Online
368,2026-01-03,P001,24,74999,True,20,Retail
369,2026-01-04,P001,17,74999,False,0,Retail
370,2026-01-05,P001,17,74999,False,0,Online
371,2026-01-06,P001,19,74999,False,0,Online
372,2026-01-07,P001,20,74999,False,0,Retail
373,2026-01-08,P001,22,74999,False,0,Online
374,2026-01-09,P001,22,74999,False,0,Retail
375,2026-01-10,P001,23,74999,False,0,Online
376,2026-01-11,P001,16,74999,False,0,Retail
377,2026-01-12,P001,26,74999,True,10,Retail
378,2026-01-13,P001,28,74999,True,20,Online
379,2026-01-14,P001,26,74999,False,0,Online
380,2026-01-15,P001,17,74999,False,0,Online
381,2026-01-16,P001,18,74999,False,0,B2B
382,2026-01-17,P001,15,74999,False,0,Retail
383,2026-01-18,P001,13,74999,False,0,Retail
384,2026-01-19,P001,17,74999,False,0,Retail
385,2026-01-20,P001,17,74999,False,0,Online
386,2026-01-21,P001,20,74999,False,0,Online
387,2026-01-22,P001,22,74999,False,0,Online
388,2026-01-23,P001,24,74999,False,0,Online
389,2026-01-24,P001,20,74999,False,0,Online
390,2026-01-25,P001,16,74999,False,0,Online
391,2026-01-26,P001,18,74999,False,0,Retail
392,2026-01-27,P001,22,74999,False,0,Online
393,2026-01-28,P001,16,74999,False,0,Online
394,2026-01-29,P001,26,74999,False,0,B2B
395,2026-01-30,P001,24,74999,False,0,Retail
396,2026-01-31,P001,17,74999,False,0,Retail
397,2026-02-01,P001,14,74999,False,0,Online
398,2026-02-02,P001,24,74999,False,0,Retail
399,2026-02-03,P001,19,74999,False,0,Retail
400,2026-02-04,P001,24,74999,False,0,Online
401,2026-02-05,P001,15,74999,False,0,Retail
402,2026-02-06,P001,19,74999,False,0,Online
403,2026-02-07,P001,19,74999,True,10,Online
404,2026-02-08,P001,19,74999,True,5,Online
405,2026-02-09,P001,26,74999,True,20,Online
406,2026-02-10,P001,22,74999,False,0,Online
407,2026-02-11,P001,18,74999,False,0,Online
408,2026-02-12,P001,18,74999,False,0,Online
409,2026-02-13,P001,21,74999,False,0,Online
410,2026-02-14,P001,18,74999,False,0,Retail
411,2026-02-15,P001,20,74999,False,0,Online
412,2026-02-16,P001,17,74999,False,0,Online
413,2026-02-17,P001,15,74999,False,0,Online
414,2026-02-18,P001,24,74999,False,0,B2B
415,2026-02-19,P001,21,74999,True,5,Retail
416,2026-02-20,P001,19,74999,False,0,Online
417,2026-02-21,P001,21,74999,False,0,Online
418,2026-02-22,P001,19,74999,False,0,Retail
419,2026-02-23,P001,23,74999,False,0,Online
420,2026-02-24,P001,21,74999,False,0,Online
421,2026-02-25,P001,24,74999,False,0,Retail
422,2026-02-26,P001,23,74999,False,0,Online
423,2026-02-27,P001,19,74999,False,0,Retail
424,2026-02-28,P001,20,74999,False,0,Online
425,2026-03-01,P001,20,74999,False,0,B2B
426,2026-03-02,P001,23,74999,False,0,Online
427,2026-03-03,P001,18,74999,False,0,Online
428,2026-03-04,P001,29,74999,True,20,Online
429,2026-03-05,P001,25,74999,False,0,Retail
430,2026-03-06,P001,17,74999,False,0,Retail
431,2026-03-07,P001,16,74999,False,0,B2B
432,2026-03-08,P001,14,74999,False,0,B2B
433,2026-03-09,P001,19,74999,False,0,Online
434,2026-03-10,P001,23,74999,False,0,Retail
435,2026-03-11,P001,26,74999,False,0,Online
436,2026-03-12,P001,20,74999,False,0,Online
437,2026-03-13,P001,27,74999,False,0,B2B
438,2026-03-14,P001,15,74999,False,0,Online
439,2026-03-15,P001,14,74999,False,0,Retail
440,2026-03-16,P001,21,74999,False,0,Online
441,2026-03-17,P001,23,74999,False,0,Retail
442,2026-03-18,P001,20,74999,False,0,Retail
443,2026-03-19,P001,16,74999,False,0,Online
444,2026-03-20,P001,22,74999,False,0,Retail
445,2026-03-21,P001,17,74999,True,5,Online
446,2026-03-22,P001,23,74999,True,5,Retail
447,2026-03-23,P001,35,74999,False,0,Online
448,2026-03-24,P001,17,74999,False,0,B2B
449,2026-03-25,P001,44,74999,True,20,Retail
450,2026-03-26,P001,19,74999,False,0,Retail
451,2026-03-27,P001,21,74999,False,0,B2B
452,2026-03-28,P001,21,74999,False,0,Online
453,2026-03-29,P001,16,74999,False,0,B2B
454,2026-03-30,P001,22,74999,False,0,Online
455,2026-03-31,P001,23,74999,True,5,Online
456,2026-04-01,P001,21,74999,True,5,Online
457,2026-04-02,P001,22,74999,False,0,B2B
458,2026-04-03,P001,20,74999,False,0,Online
459,2026-04-04,P001,19,74999,False,0,Online
460,2026-04-05,P001,17,74999,False,0,Retail
461,2026-04-06,P001,27,74999,False,0,Online
462,2026-04-07,P001,20,74999,False,0,Retail
463,2026-04-08,P001,21,74999,False,0,Retail
464,2026-04-09,P001,23,74999,False,0,Online
465,2026-04-10,P001,22,74999,False,0,Online
466,2026-04-11,P001,19,74999,False,0,Online
467,2026-04-12,P001,19,74999,False,0,Retail
468,2026-04-13,P001,25,74999,False,0,Retail
469,2026-04-14,P001,20,74999,False,0,Online
470,2026-04-15,P001,19,74999,False,0,Retail
471,2026-04-16,P001,20,74999,False,0,Online
472,2026-04-17,P001,15,74999,False,0,Online
473,2026-04-18,P001,15,74999,False,0,Online
474,2026-04-19,P001,23,74999,False,0,Online
475,2026-04-20,P001,26,74999,False,0,Online
476,2026-04-21,P001,21,74999,False,0,B2B
477,2026-04-22,P001,21,74999,False,0,Retail
478,2026-04-23,P001,22,74999,False,0,Retail
479,2026-04-24,P001,30,74999,False,0,Online
480,2026-04-25,P001,20,74999,False,0,Online
481,2026-04-26,P001,19,74999,False,0,Retail
482,2026-04-27,P001,19,74999,False,0,Online
483,2026-04-28,P001,16,74999,False,0,Online
484,2026-04-29,P001,23,74999,False,0,Retail
485,2026-04-30,P001,20,74999,False,0,Retail
486,2026-05-01,P001,17,74999,False,0,Online
487,2026-05-02,P001,16,74999,False,0,B2B
488,2026-05-03,P001,16,74999,False,0,Retail
489,2026-05-04,P001,24,74999,False,0,B2B
490,2026-05-05,P001,21,74999,False,0,Retail
491,2026-05-06,P001,22,74999,False,0,Retail
492,2026-05-07,P001,22,74999,False,0,Retail
493,2026-05-08,P001,19,74999,False,0,Online
494,2026-05-09,P001,16,74999,False,0,Retail
495,2026-05-10,P001,21,74999,False,0,B2B
496,2026-05-11,P001,26,74999,True,15,Retail
497,2026-05-12,P001,18,74999,False,0,Online
498,2026-05-13,P001,20,74999,False,0,Retail
499,2026-05-14,P001,19,74999,False,0,Online
500,2026-05-15,P001,18,74999,False,0,Online
501,2026-05-16,P001,21,74999,False,0,Online
502,2026-05-17,P001,21,74999,False,0,Retail
503,2026-05-18,P001,16,74999,False,0,Online
504,2026-05-19,P001,27,74999,True,10,Online
505,2026-05-20,P001,20,74999,False,0,Online
506,2026-05-21,P001,20,74999,False,0,Online
507,2026-05-22,P001,24,74999,True,15,Retail
508,2026-05-23,P001,15,74999,False,0,Online
509,2026-05-24,P001,17,74999,False,0,Online
510,2026-05-25,P001,18,74999,False,0,Online
511,2026-05-26,P001,19,74999,False,0,Retail
512,2026-05-27,P001,20,74999,False,0,Retail
513,2026-05-28,P001,23,74999,True,5,Retail
514,2026-05-29,P001,18,74999,False,0,Retail
515,2026-05-30,P001,17,74999,False,0,Online
516,2026-05-31,P001,19,74999,False,0,Online
517,2026-06-01,P001,20,74999,False,0,B2B
518,2026-06-02,P001,18,74999,False,0,Online
519,2026-06-03,P001,19,74999,False,0,Online
520,2026-06-04,P001,23,74999,False,0,Online
521,2026-06-05,P001,16,74999,False,0,Online
522,2026-06-06,P001,18,74999,False,0,Retail
523,2026-06-07,P001,17,74999,False,0,Online
524,2026-06-08,P001,21,74999,False,0,Retail
525,2026-06-09,P001,18,74999,False,0,Online
526,2026-06-10,P001,15,74999,False,0,Online
527,2026-06-11,P001,15,74999,False,0,Retail
528,2026-06-12,P001,21,74999,False,0,Online
529,2026-06-13,P001,19,74999,False,0,B2B
530,2026-06-14,P001,16,74999,False,0,Online
531,2026-06-15,P001,21,74999,False,0,Retail
532,2026-06-16,P001,16,74999,False,0,Online
533,2026-06-17,P001,23,74999,True,5,Online
534,2026-06-18,P001,19,74999,False,0,Retail
535,2026-06-19,P001,19,74999,False,0,Online
536,2026-06-20,P001,21,74999,True,15,Retail
537,2026-06-21,P001,15,74999,False,0,Retail
538,2026-06-22,P001,21,74999,False,0,Retail
539,2026-06-23,P001,21,74999,False,0,Online
540,2026-06-24,P001,18,74999,False,0,Online
541,2026-06-25,P001,21,74999,False,0,Retail
542,2026-06-26,P001,17,74999,False,0,Retail
543,2026-06-27,P001,20,74999,True,5,Retail
544,2026-06-28,P001,22,74999,False,0,Online
545,2026-06-29,P001,15,74999,False,0,Online
546,2026-06-30,P001,20,74999,False,0,B2B
547,2026-07-01,P001,23,74999,False,0,Retail
548,2026-07-02,P001,20,74999,False,0,Retail
549,2026-07-03,P001,20,74999,False,0,B2B
550,2026-07-04,P001,23,74999,True,20,Online
551,2026-07-05,P001,16,74999,False,0,Retail
552,2026-07-06,P001,19,74999,False,0,B2B
553,2026-07-07,P001,22,74999,False,0,Online
554,2026-07-08,P001,23,74999,False,0,Online
555,2026-07-09,P001,22,74999,False,0,Retail
556,2026-07-10,P001,18,74999,False,0,Online
557,2026-07-11,P001,22,74999,True,15,B2B
558,2026-07-12,P001,17,74999,False,0,Online
559,2026-07-13,P001,23,74999,False,0,B2B
560,2026-07-14,P001,18,74999,False,0,Online
561,2026-07-15,P001,23,74999,False,0,Online
562,2026-07-16,P001,27,74999,False,0,Retail
563,2026-07-17,P001,21,74999,False,0,B2B
564,2026-07-18,P001,16,74999,False,0,Retail
565,2026-07-19,P001,20,74999,False,0,Online
566,2026-07-20,P001,23,74999,True,15,Retail
567,2026-07-21,P001,17,74999,False,0,Online
568,2026-07-22,P001,18,74999,False,0,Online
