sale_id,sale_date,product_id,units_sold,unit_price,promotion,discount_pct,sales_channel,day_of_week,day_of_month,month,quarter,week_of_year,is_weekend,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7
18,2025-01-18,P001,17,74999,False,0,B2B,5,18,1,1,3,1,16.0,19.0,19.0,,16.857142857142858,,2.794552524023089
19,2025-01-19,P001,14,74999,False,0,Retail,6,19,1,1,3,1,17.0,15.0,18.0,,16.571428571428573,,2.636736799982312
20,2025-01-20,P001,15,74999,False,0,B2B,0,20,1,1,4,0,14.0,19.0,18.0,,16.428571428571427,,2.7602622373694192
21,2025-01-21,P001,46,74999,True,20,Retail,1,21,1,1,4,0,15.0,14.0,21.0,,15.857142857142858,,2.54483604112141
22,2025-01-22,P001,18,74999,False,0,Online,2,22,1,1,4,0,46.0,14.0,20.0,,20.428571428571427,,11.530497862294625
23,2025-01-23,P001,18,74999,False,0,Retail,3,23,1,1,4,0,18.0,21.0,17.0,,21.0,,11.254628677422753
24,2025-01-24,P001,15,74999,False,0,Retail,4,24,1,1,4,0,18.0,16.0,19.0,,20.571428571428573,,11.311603818750944
25,2025-01-25,P001,15,74999,False,0,Online,5,25,1,1,4,1,15.0,17.0,19.0,,20.428571428571427,,11.385036127261415
26,2025-01-26,P001,16,74999,False,0,Online,6,26,1,1,4,1,15.0,14.0,15.0,,20.142857142857142,,11.509830167130636
27,2025-01-27,P001,16,74999,False,0,Online,0,27,1,1,5,0,16.0,15.0,19.0,,20.428571428571427,,11.35572018642503
28,2025-01-28,P001,19,74999,False,0,Online,1,28,1,1,5,0,16.0,46.0,14.0,,20.571428571428573,,11.282097069504157
29,2025-01-29,P001,17,74999,False,0,Retail,2,29,1,1,5,0,19.0,18.0,14.0,,16.714285714285715,,1.6035674514745588
30,2025-01-30,P001,18,74999,False,0,Online,3,30,1,1,5,0,17.0,18.0,21.0,,16.571428571428573,,1.5118578920369228
31,2025-01-31,P001,17,74999,False,0,B2B,4,31,1,1,5,0,18.0,15.0,16.0,19.0,16.571428571428573,18.333333333333332,1.5118578920369228
32,2025-02-01,P001,19,74999,False,0,Online,5,1,2,1,5,1,17.0,15.0,17.0,18.0,16.857142857142858,18.266666666666666,1.3451854182691128
33,2025-02-02,P001,16,74999,False,0,Retail,6,2,2,1,5,1,19.0,16.0,14.0,19.0,17.428571428571427,18.3,1.2724180205607163
34,2025-02-03,P001,16,74999,False,0,Retail,0,3,2,1,6,0,16.0,16.0,15.0,19.0,17.428571428571427,18.2,1.2724180205607163
35,2025-02-04,P001,20,74999,False,0,Retail,1,4,2,1,6,0,16.0,19.0,46.0,18.0,17.428571428571427,18.1,1.2724180205607163
36,2025-02-05,P001,16,74999,False,0,Retail,2,5,2,1,6,0,20.0,17.0,18.0,18.0,17.571428571428573,18.166666666666668,1.5118578920369192
37,2025-02-06,P001,19,74999,False,0,Online,3,6,2,1,6,0,16.0,18.0,18.0,21.0,17.428571428571427,18.1,1.6183471874253843
38,2025-02-07,P001,14,74999,False,0,Online,4,7,2,1,6,0,19.0,17.0,15.0,20.0,17.571428571428573,18.033333333333335,1.718249385968458
39,2025-02-08,P001,13,74999,False,0,Online,5,8,2,1,6,1,14.0,19.0,15.0,17.0,17.142857142857142,17.833333333333332,2.193062655175142
40,2025-02-09,P001,16,74999,False,0,B2B,6,9,2,1,6,1,13.0,16.0,16.0,19.0,16.285714285714285,17.7,2.497617912751123
41,2025-02-10,P001,20,74999,False,0,Online,0,10,2,1,7,0,16.0,16.0,16.0,19.0,16.285714285714285,17.6,2.497617912751123
42,2025-02-11,P001,19,74999,False,0,Retail,1,11,2,1,7,0,20.0,20.0,19.0,15.0,16.857142857142858,17.633333333333333,2.853569193634032
43,2025-02-12,P001,18,74999,False,0,Online,2,12,2,1,7,0,19.0,16.0,17.0,19.0,16.714285714285715,17.766666666666666,2.6903708365382037
44,2025-02-13,P001,18,74999,False,0,Online,3,13,2,1,7,0,18.0,19.0,18.0,14.0,17.0,17.733333333333334,2.7080128015453266
45,2025-02-14,P001,17,74999,True,10,Retail,4,14,2,1,7,0,18.0,14.0,17.0,14.0,16.857142857142858,17.866666666666667,2.6095064302514843
46,2025-02-15,P001,19,74999,True,20,Online,5,15,2,1,7,1,17.0,13.0,19.0,21.0,17.285714285714285,17.966666666666665,2.2886885410853237
47,2025-02-16,P001,15,74999,False,0,Retail,6,16,2,1,7,1,19.0,16.0,16.0,16.0,18.142857142857142,17.9,1.3451854182691052
48,2025-02-17,P001,27,74999,True,20,B2B,0,17,2,1,8,0,15.0,20.0,16.0,17.0,18.0,17.866666666666667,1.6329931618554585
49,2025-02-18,P001,19,74999,False,0,Retail,1,18,2,1,8,0,27.0,19.0,20.0,14.0,19.0,18.2,3.785938897200183
50,2025-02-19,P001,14,74999,False,0,B2B,2,19,2,1,8,0,19.0,18.0,16.0,15.0,19.0,18.366666666666667,3.785938897200183
51,2025-02-20,P001,19,74999,False,0,Online,3,20,2,1,8,0,14.0,18.0,19.0,46.0,18.428571428571427,18.333333333333332,4.237025012007949
52,2025-02-21,P001,17,74999,False,0,Retail,4,21,2,1,8,0,19.0,17.0,14.0,18.0,18.571428571428573,17.433333333333334,4.237025012007949
53,2025-02-22,P001,15,74999,False,0,B2B,5,22,2,1,8,1,17.0,19.0,13.0,18.0,18.571428571428573,17.4,4.237025012007949
54,2025-02-23,P001,17,74999,False,0,Online,6,23,2,1,8,1,15.0,15.0,16.0,15.0,18.0,17.3,4.434711565216692
55,2025-02-24,P001,21,74999,False,0,Online,0,24,2,1,9,0,17.0,27.0,20.0,15.0,18.285714285714285,17.366666666666667,4.270608298368659
56,2025-02-25,P001,20,74999,False,0,Online,1,25,2,1,9,0,21.0,19.0,19.0,16.0,17.428571428571427,17.566666666666666,2.439750182371338
57,2025-02-26,P001,17,74999,False,0,Online,2,26,2,1,9,0,20.0,14.0,18.0,16.0,17.571428571428573,17.7,2.5727509827124044
58,2025-02-27,P001,22,74999,True,15,Online,3,27,2,1,9,0,17.0,19.0,18.0,19.0,18.0,17.733333333333334,2.081665999466137
59,2025-02-28,P001,21,74999,True,5,Online,4,28,2,1,9,0,22.0,17.0,17.0,17.0,18.428571428571427,17.833333333333332,2.5727509827124027
60,2025-03-01,P001,19,74999,False,0,Retail,5,1,3,1,9,1,21.0,15.0,19.0,18.0,19.0,17.966666666666665,2.6457513110645934
61,2025-03-02,P001,16,74999,False,0,Retail,6,2,3,1,9,1,19.0,17.0,15.0,17.0,19.571428571428573,18.0,1.9880595947760134
62,2025-03-03,P001,19,74999,False,0,Online,0,3,3,1,10,0,16.0,21.0,27.0,19.0,19.428571428571427,17.966666666666665,2.2253945610567496
63,2025-03-04,P001,17,74999,False,0,Online,1,4,3,1,10,0,19.0,20.0,19.0,16.0,19.142857142857142,17.966666666666665,2.115700942049818
64,2025-03-05,P001,16,74999,False,0,Online,2,5,3,1,10,0,17.0,17.0,14.0,16.0,18.714285714285715,18.0,2.2146697055682854
65,2025-03-06,P001,24,74999,True,10,Retail,3,6,3,1,10,0,16.0,22.0,19.0,20.0,18.571428571428573,18.0,2.3704530408864106
66,2025-03-07,P001,23,74999,False,0,B2B,4,7,3,1,10,0,24.0,21.0,17.0,16.0,18.857142857142858,18.133333333333333,2.911389784311006
67,2025-03-08,P001,17,74999,False,0,Online,5,8,3,1,10,1,23.0,19.0,15.0,19.0,19.142857142857142,18.366666666666667,3.2366943748507504
68,2025-03-09,P001,19,74999,False,0,Retail,6,9,3,1,10,1,17.0,16.0,17.0,14.0,18.857142857142858,18.3,3.3380918415851224
69,2025-03-10,P001,20,74999,False,0,Retail,0,10,3,1,11,0,19.0,19.0,21.0,13.0,19.285714285714285,18.466666666666665,3.0937725468153903
70,2025-03-11,P001,18,74999,False,0,B2B,1,11,3,1,11,0,20.0,17.0,20.0,16.0,19.428571428571427,18.7,3.1014589500826273
71,2025-03-12,P001,20,74999,False,0,Online,2,12,3,1,11,0,18.0,16.0,17.0,20.0,19.571428571428573,18.766666666666666,2.9920529661723854
72,2025-03-13,P001,23,74999,False,0,B2B,3,13,3,1,11,0,20.0,24.0,22.0,19.0,20.142857142857142,18.766666666666666,2.5448360411214117
73,2025-03-14,P001,25,74999,True,20,Online,4,14,3,1,11,0,23.0,23.0,21.0,18.0,20.0,18.9,2.309401076758508
74,2025-03-15,P001,20,74999,False,0,B2B,5,15,3,1,11,1,25.0,17.0,19.0,18.0,20.285714285714285,19.133333333333333,2.811540841738197
75,2025-03-16,P001,12,74999,False,0,Online,6,16,3,1,11,1,20.0,19.0,16.0,17.0,20.714285714285715,19.2,2.4299715851758297
76,2025-03-17,P001,21,74999,False,0,Online,0,17,3,1,12,0,12.0,20.0,19.0,19.0,19.714285714285715,19.033333333333335,4.11154008915904
77,2025-03-18,P001,26,74999,True,20,Retail,1,18,3,1,12,0,21.0,18.0,17.0,15.0,19.857142857142858,19.1,4.140393356054128
78,2025-03-19,P001,19,74999,False,0,Retail,2,19,3,1,12,0,26.0,20.0,16.0,27.0,21.0,19.466666666666665,4.618802153517009
79,2025-03-20,P001,19,74999,False,0,Online,3,20,3,1,12,0,19.0,23.0,24.0,19.0,20.857142857142858,19.2,4.670066788550656
80,2025-03-21,P001,15,74999,False,0,Online,4,21,3,1,12,0,19.0,25.0,23.0,14.0,20.285714285714285,19.2,4.608480795022939
81,2025-03-22,P001,17,74999,False,0,Online,5,22,3,1,12,1,15.0,20.0,17.0,19.0,18.857142857142858,19.233333333333334,4.450789122113495
82,2025-03-23,P001,18,74999,False,0,Online,6,23,3,1,12,1,17.0,12.0,19.0,17.0,18.428571428571427,19.166666666666668,4.466808810815721
83,2025-03-24,P001,23,74999,False,0,Online,0,24,3,1,13,0,18.0,21.0,20.0,15.0,19.285714285714285,19.2,3.498298906339373
84,2025-03-25,P001,18,74999,False,0,Retail,1,25,3,1,13,0,23.0,26.0,18.0,17.0,19.571428571428573,19.466666666666665,3.735288603626362
85,2025-03-26,P001,17,74999,False,0,Online,2,26,3,1,13,0,18.0,19.0,20.0,21.0,18.428571428571427,19.5,2.439750182371333
86,2025-03-27,P001,21,74999,True,10,B2B,3,27,3,1,13,0,17.0,19.0,23.0,20.0,18.142857142857142,19.366666666666667,2.4784787961282086
87,2025-03-28,P001,21,74999,False,0,B2B,4,28,3,1,13,0,21.0,15.0,25.0,17.0,18.428571428571427,19.4,2.699206232527312
88,2025-03-29,P001,18,74999,False,0,Online,5,29,3,1,13,1,21.0,17.0,20.0,22.0,19.285714285714285,19.533333333333335,2.3603873774083346
89,2025-03-30,P001,16,74999,False,0,B2B,6,30,3,1,13,1,18.0,18.0,12.0,21.0,19.428571428571427,19.4,2.2253945610567536
90,2025-03-31,P001,21,74999,False,0,Online,0,31,3,1,14,0,16.0,23.0,21.0,19.0,19.142857142857142,19.233333333333334,2.5448360411214113
91,2025-04-01,P001,23,74999,True,10,B2B,1,1,4,2,14,0,21.0,18.0,26.0,16.0,18.857142857142858,19.3,2.115700942049819
92,2025-04-02,P001,21,74999,False,0,Online,2,2,4,2,14,0,23.0,17.0,19.0,19.0,19.571428571428573,19.533333333333335,2.5727509827124067
93,2025-04-03,P001,18,74999,False,0,Online,3,3,4,2,14,0,21.0,21.0,19.0,17.0,20.142857142857142,19.6,2.34012616672489
94,2025-04-04,P001,19,74999,False,0,Online,4,4,4,2,14,0,18.0,21.0,15.0,16.0,19.714285714285715,19.633333333333333,2.429971585175832
95,2025-04-05,P001,18,74999,True,5,Online,5,5,4,2,14,1,19.0,18.0,17.0,24.0,19.428571428571427,19.733333333333334,2.3704530408864146
96,2025-04-06,P001,14,74999,False,0,Online,6,6,4,2,14,1,18.0,16.0,18.0,23.0,19.428571428571427,19.533333333333335,2.3704530408864146
97,2025-04-07,P001,26,74999,True,20,Online,0,7,4,2,15,0,14.0,21.0,23.0,17.0,19.142857142857142,19.233333333333334,2.911389784311009
98,2025-04-08,P001,20,74999,False,0,B2B,1,8,4,2,15,0,26.0,23.0,18.0,19.0,19.857142857142858,19.533333333333335,3.8913824205360728
99,2025-04-09,P001,19,74999,False,0,Retail,2,9,4,2,15,0,20.0,21.0,17.0,20.0,19.428571428571427,19.566666666666666,3.644957377763739
100,2025-04-10,P001,19,74999,False,0,Online,3,10,4,2,15,0,19.0,18.0,21.0,18.0,19.142857142857142,19.533333333333335,3.5790395093549656
101,2025-04-11,P001,16,74999,False,0,Online,4,11,4,2,15,0,19.0,19.0,21.0,20.0,19.285714285714285,19.566666666666666,3.545621041711677
102,2025-04-12,P001,16,74999,False,0,Retail,5,12,4,2,15,1,16.0,18.0,18.0,23.0,18.857142857142858,19.433333333333334,3.760699023168055
103,2025-04-13,P001,17,74999,False,0,Online,6,13,4,2,15,1,16.0,14.0,16.0,25.0,18.571428571428573,19.2,3.9096949095440046
104,2025-04-14,P001,17,74999,False,0,Online,0,14,4,2,16,0,17.0,26.0,21.0,20.0,19.0,18.933333333333334,3.4641016151377575
105,2025-04-15,P001,19,74999,False,0,Retail,1,15,4,2,16,0,17.0,20.0,23.0,12.0,17.714285714285715,18.833333333333332,1.6035674514745495
106,2025-04-16,P001,20,74999,False,0,B2B,2,16,4,2,16,0,19.0,19.0,21.0,21.0,17.571428571428573,19.066666666666666,1.3972762620115473
107,2025-04-17,P001,29,74999,True,15,Retail,3,17,4,2,16,0,20.0,19.0,18.0,26.0,17.714285714285715,19.033333333333335,1.6035674514745495
108,2025-04-18,P001,20,74999,False,0,Online,4,18,4,2,16,0,29.0,16.0,19.0,19.0,19.142857142857142,19.133333333333333,4.598136268408883
109,2025-04-19,P001,18,74999,False,0,B2B,5,19,4,2,16,1,20.0,16.0,18.0,19.0,19.714285714285715,19.166666666666668,4.3861253103502715
110,2025-04-20,P001,17,74999,False,0,Online,6,20,4,2,16,1,18.0,17.0,14.0,15.0,20.0,19.133333333333333,4.16333199893227
111,2025-04-21,P001,15,74999,False,0,Retail,0,21,4,2,17,0,17.0,17.0,26.0,17.0,20.0,19.2,4.16333199893227
112,2025-04-22,P001,19,74999,False,0,Online,1,22,4,2,17,0,15.0,19.0,20.0,18.0,19.714285714285715,19.133333333333333,4.461475305855893
113,2025-04-23,P001,19,74999,False,0,B2B,2,23,4,2,17,0,19.0,20.0,19.0,23.0,19.714285714285715,19.166666666666668,4.461475305855893
114,2025-04-24,P001,34,74999,True,20,Online,3,24,4,2,17,0,19.0,29.0,19.0,18.0,19.571428571428573,19.033333333333335,4.466808810815724
115,2025-04-25,P001,19,74999,False,0,Retail,4,25,4,2,17,0,34.0,20.0,16.0,17.0,20.285714285714285,19.566666666666666,6.264031867582992
116,2025-04-26,P001,18,74999,False,0,Online,5,26,4,2,17,1,19.0,18.0,16.0,21.0,20.142857142857142,19.633333333333333,6.283008075451638
117,2025-04-27,P001,17,74999,False,0,Retail,6,27,4,2,17,1,18.0,17.0,17.0,21.0,20.142857142857142,19.533333333333335,6.283008075451638
118,2025-04-28,P001,17,74999,False,0,Retail,0,28,4,2,18,0,17.0,15.0,17.0,18.0,20.142857142857142,19.4,6.283008075451638
119,2025-04-29,P001,22,74999,False,0,Online,1,29,4,2,18,0,17.0,19.0,19.0,16.0,20.428571428571427,19.366666666666667,6.051367417290711
120,2025-04-30,P001,21,74999,False,0,Retail,2,30,4,2,18,0,22.0,19.0,20.0,21.0,20.857142857142858,19.566666666666666,6.039552175136043
121,2025-05-01,P001,20,74999,False,0,B2B,3,1,5,2,18,0,21.0,34.0,29.0,23.0,21.142857142857142,19.566666666666666,5.984105932344768
122,2025-05-02,P001,16,74999,False,0,B2B,4,2,5,2,18,0,20.0,19.0,20.0,21.0,19.142857142857142,19.466666666666665,1.9518001458970748
123,2025-05-03,P001,19,74999,False,0,Online,5,3,5,2,18,1,16.0,18.0,18.0,18.0,18.714285714285715,19.3,2.288688541085324
124,2025-05-04,P001,14,74999,False,0,Online,6,4,5,2,18,1,19.0,17.0,17.0,19.0,18.857142857142858,19.333333333333332,2.2677868380553705
125,2025-05-05,P001,20,74999,False,0,Retail,0,5,5,2,19,0,14.0,17.0,15.0,18.0,18.428571428571427,19.166666666666668,2.8784916685157027
126,2025-05-06,P001,24,74999,False,0,Retail,1,6,5,2,19,0,20.0,22.0,19.0,14.0,18.857142857142858,19.233333333333334,2.8535691936340313
127,2025-05-07,P001,16,74999,False,0,Online,2,7,5,2,19,0,24.0,21.0,19.0,26.0,19.142857142857142,19.566666666666666,3.287784027201885
128,2025-05-08,P001,17,74999,False,0,Retail,3,8,5,2,19,0,16.0,20.0,34.0,20.0,18.428571428571427,19.233333333333334,3.359421718944246
129,2025-05-09,P001,19,74999,False,0,Retail,4,9,5,2,19,0,17.0,16.0,19.0,19.0,18.0,19.133333333333333,3.3166247903554034
130,2025-05-10,P001,16,74999,False,0,Retail,5,10,5,2,19,1,19.0,19.0,18.0,19.0,18.428571428571427,19.133333333333333,3.2071349029490968
131,2025-05-11,P001,14,74999,False,0,Online,6,11,5,2,19,1,16.0,14.0,17.0,16.0,18.0,19.033333333333335,3.3166247903554034
132,2025-05-12,P001,19,74999,False,0,B2B,0,12,5,2,20,0,14.0,20.0,17.0,16.0,18.0,18.966666666666665,3.3166247903554034
133,2025-05-13,P001,16,74999,False,0,Retail,1,13,5,2,20,0,19.0,24.0,22.0,17.0,17.857142857142858,19.066666666666666,3.2366943748507517
134,2025-05-14,P001,20,74999,False,0,Online,2,14,5,2,20,0,16.0,16.0,21.0,17.0,16.714285714285715,19.033333333333335,1.7994708216848785
135,2025-05-15,P001,17,74999,False,0,Retail,3,15,5,2,20,0,20.0,17.0,20.0,19.0,17.285714285714285,19.133333333333333,2.1380899352993996
136,2025-05-16,P001,23,74999,False,0,Online,4,16,5,2,20,0,17.0,19.0,16.0,20.0,17.285714285714285,19.066666666666666,2.1380899352993996
137,2025-05-17,P001,15,74999,False,0,B2B,5,17,5,2,20,1,23.0,16.0,19.0,29.0,17.857142857142858,19.166666666666668,3.023715784073823
138,2025-05-18,P001,19,74999,True,15,Retail,6,18,5,2,20,1,15.0,14.0,14.0,20.0,17.714285714285715,18.7,3.147183169877777
139,2025-05-19,P001,20,74999,False,0,B2B,0,19,5,2,21,0,19.0,19.0,20.0,18.0,18.428571428571427,18.666666666666668,2.69920623252732
140,2025-05-20,P001,16,74999,False,0,Online,1,20,5,2,21,0,20.0,16.0,24.0,17.0,18.571428571428573,18.733333333333334,2.760262237369425
141,2025-05-21,P001,19,74999,False,0,Online,2,21,5,2,21,0,16.0,20.0,16.0,15.0,18.571428571428573,18.7,2.760262237369425
142,2025-05-22,P001,22,74999,False,0,Online,3,22,5,2,21,0,19.0,17.0,17.0,19.0,18.428571428571427,18.833333333333332,2.69920623252732
143,2025-05-23,P001,15,74999,False,0,Online,4,23,5,2,21,0,22.0,23.0,19.0,19.0,19.142857142857142,18.933333333333334,2.9113897843110137
144,2025-05-24,P001,17,74999,False,0,Online,5,24,5,2,21,1,15.0,15.0,16.0,34.0,18.0,18.8,2.708012801545327
145,2025-05-25,P001,22,74999,True,20,Retail,6,25,5,2,21,1,17.0,19.0,14.0,19.0,18.285714285714285,18.233333333333334,2.4299715851758323
146,2025-05-26,P001,20,74999,False,0,Retail,0,26,5,2,22,0,22.0,20.0,19.0,18.0,18.714285714285715,18.333333333333332,2.811540841738201
147,2025-05-27,P001,16,74999,False,0,Retail,1,27,5,2,22,0,20.0,16.0,16.0,17.0,18.714285714285715,18.4,2.811540841738201
148,2025-05-28,P001,15,74999,False,0,Online,2,28,5,2,22,0,16.0,19.0,20.0,17.0,18.714285714285715,18.366666666666667,2.811540841738201
149,2025-05-29,P001,20,74999,False,0,Online,3,29,5,2,22,0,15.0,22.0,17.0,22.0,18.142857142857142,18.3,3.1320159337915014
150,2025-05-30,P001,20,74999,False,0,Retail,4,30,5,2,22,0,20.0,15.0,23.0,21.0,17.857142857142858,18.233333333333334,2.7945525240230946
151,2025-05-31,P001,17,74999,False,0,Retail,5,31,5,2,22,1,20.0,17.0,15.0,20.0,18.571428571428573,18.2,2.5727509827124084
152,2025-06-01,P001,17,74999,False,0,Retail,6,1,6,2,22,1,17.0,22.0,19.0,16.0,18.571428571428573,18.1,2.5727509827124084
153,2025-06-02,P001,17,74999,False,0,Retail,0,2,6,2,23,0,17.0,20.0,20.0,19.0,17.857142857142858,18.133333333333333,2.1157009420498234
154,2025-06-03,P001,19,74999,False,0,Retail,1,3,6,2,23,0,17.0,16.0,16.0,14.0,17.428571428571427,18.066666666666666,1.9023794624226908
155,2025-06-04,P001,20,74999,False,0,Online,2,4,6,2,23,0,19.0,15.0,19.0,20.0,17.857142857142858,18.233333333333334,1.8644544714716176
156,2025-06-05,P001,17,74999,False,0,Online,3,5,6,2,23,0,20.0,20.0,22.0,24.0,18.571428571428573,18.233333333333334,1.5118578920369234
157,2025-06-06,P001,23,74999,False,0,Online,4,6,6,2,23,0,17.0,20.0,15.0,16.0,18.142857142857142,18.0,1.4638501094228134
158,2025-06-07,P001,17,74999,False,0,B2B,5,7,6,2,23,1,23.0,17.0,17.0,17.0,18.571428571428573,18.233333333333334,2.29906813420445
159,2025-06-08,P001,14,74999,False,0,Online,6,8,6,2,23,1,17.0,17.0,22.0,19.0,18.571428571428573,18.233333333333334,2.29906813420445
160,2025-06-09,P001,21,74999,False,0,Online,0,9,6,2,24,0,14.0,17.0,20.0,16.0,18.142857142857142,18.066666666666666,2.8535691936340326
161,2025-06-10,P001,17,74999,False,0,B2B,1,10,6,2,24,0,21.0,19.0,16.0,14.0,18.714285714285715,18.233333333333334,2.9840847683606357
162,2025-06-11,P001,21,74999,False,0,Retail,2,11,6,2,24,0,17.0,20.0,15.0,19.0,18.428571428571427,18.333333333333332,3.0472470011002275
163,2025-06-12,P001,35,74999,False,0,Online,3,12,6,2,24,0,21.0,17.0,20.0,16.0,18.571428571428573,18.4,3.154739442867033
164,2025-06-13,P001,17,74999,False,0,Online,4,13,6,2,24,0,35.0,23.0,20.0,20.0,21.142857142857142,19.033333333333335,6.841748592978542
165,2025-06-14,P001,19,74999,False,0,Online,5,14,6,2,24,1,17.0,17.0,17.0,17.0,20.285714285714285,18.933333333333334,6.9453650183482285
166,2025-06-15,P001,17,74999,False,0,Retail,6,15,6,2,24,1,19.0,14.0,17.0,23.0,20.571428571428573,19.0,6.827814263660639
167,2025-06-16,P001,21,74999,False,0,Retail,0,16,6,2,25,0,17.0,21.0,17.0,15.0,21.0,18.8,6.4291005073286405
168,2025-06-17,P001,23,74999,False,0,Online,1,17,6,2,25,0,21.0,17.0,19.0,19.0,21.0,19.0,6.4291005073286405
169,2025-06-18,P001,19,74999,False,0,Retail,2,18,6,2,25,0,23.0,21.0,20.0,20.0,21.857142857142858,19.133333333333333,6.202917900165255
170,2025-06-19,P001,17,74999,False,0,Retail,3,19,6,2,25,0,19.0,35.0,17.0,16.0,21.571428571428573,19.1,6.294366339755549
171,2025-06-20,P001,17,74999,False,0,B2B,4,20,6,2,25,0,17.0,17.0,23.0,19.0,19.0,19.133333333333333,2.3094010767585114
172,2025-06-21,P001,15,74999,False,0,B2B,5,21,6,2,25,1,17.0,19.0,17.0,22.0,19.0,19.066666666666666,2.3094010767585114
173,2025-06-22,P001,16,74999,False,0,Online,6,22,6,2,25,1,15.0,17.0,14.0,15.0,18.428571428571427,18.833333333333332,2.7602622373694237
174,2025-06-23,P001,19,74999,False,0,Online,0,23,6,2,26,0,16.0,21.0,21.0,17.0,18.285714285714285,18.866666666666667,2.8702082220799374
175,2025-06-24,P001,20,74999,False,0,Online,1,24,6,2,26,0,19.0,23.0,17.0,22.0,18.0,18.933333333333334,2.645751311064598
176,2025-06-25,P001,21,74999,False,0,Online,2,25,6,2,26,0,20.0,19.0,21.0,20.0,17.571428571428573,18.866666666666667,1.812653934349942
177,2025-06-26,P001,18,74999,False,0,Online,3,26,6,2,26,0,21.0,17.0,35.0,16.0,17.857142857142858,18.9,2.1930626551751424
178,2025-06-27,P001,22,74999,False,0,Online,4,27,6,2,26,0,18.0,17.0,17.0,15.0,18.0,18.966666666666665,2.1602468994692954
179,2025-06-28,P001,16,74999,False,0,Retail,5,28,6,2,26,1,22.0,15.0,19.0,20.0,18.714285714285715,19.2,2.56347977784663
180,2025-06-29,P001,22,74999,False,0,Retail,6,29,6,2,26,1,16.0,16.0,17.0,20.0,18.857142857142858,19.066666666666666,2.3401261667248865
181,2025-06-30,P001,20,74999,False,0,Retail,0,30,6,2,27,0,22.0,19.0,21.0,17.0,19.714285714285715,19.133333333333333,2.2146697055682902
182,2025-07-01,P001,17,74999,False,0,Online,1,1,7,3,27,0,20.0,20.0,23.0,17.0,19.857142857142858,19.233333333333334,2.1930626551751415
183,2025-07-02,P001,16,74999,False,0,Online,2,2,7,3,27,0,17.0,21.0,19.0,17.0,19.428571428571427,19.233333333333334,2.43975018237134
184,2025-07-03,P001,20,74999,False,0,Online,3,3,7,3,27,0,16.0,18.0,17.0,19.0,18.714285714285715,19.2,2.6276913640612247
185,2025-07-04,P001,18,74999,False,0,Retail,4,4,7,3,27,0,20.0,22.0,17.0,20.0,19.0,19.233333333333334,2.645751311064597
186,2025-07-05,P001,18,74999,False,0,Retail,5,5,7,3,27,1,18.0,16.0,15.0,17.0,18.428571428571427,19.166666666666668,2.2990681342044486
187,2025-07-06,P001,18,74999,False,0,Retail,6,6,7,3,27,1,18.0,22.0,16.0,23.0,18.714285714285715,19.2,2.0586634591635598
188,2025-07-07,P001,18,74999,False,0,Online,0,7,7,3,28,0,18.0,20.0,19.0,17.0,18.142857142857142,19.033333333333335,1.4638501094228127
